breakdown,school,question,question_text,response,count,denominator,value,lowercl,uppercl,lowereb,uppereb,year
Other sex,All Schools,hallucinogen_natural_exp,hallucinogens,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,hallucinogen_natural_exp,hallucinogens,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,hallucinogen_offered,hallucinogens,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,hallucinogen_offered,hallucinogens,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,heroin_exp,heroin,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,heroin_exp,heroin,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,heroin_offered,heroin,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,heroin_offered,heroin,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,herts_just_talk,have heard of Herts Just Talk,No,30,80,37.5%,23.0%,54.7%,14.5%,17.2%,2023
Other sex,All Schools,herts_just_talk,have heard of Herts Just Talk,Unsure,15,80,18.8%,8.9%,35.3%,9.8%,16.5%,2023
Other sex,All Schools,herts_just_talk,have heard of Herts Just Talk,Yes,20,80,25.0%,13.3%,42.1%,11.7%,17.1%,2023
Other sex,All Schools,herts_just_talk,have heard of Herts Just Talk,"Yes I’ve heard of it, but I’m not sure what it is",15,80,18.8%,8.9%,35.3%,9.8%,16.5%,2023
Other sex,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,Most days/Every day,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,No,35,85,41.2%,26.4%,57.7%,14.8%,16.6%,2023
Other sex,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,Once a week,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,Once or twice,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,Prefer not to say,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,home_violence,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",Most days/Every day,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,home_violence,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",No,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,home_violence,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",Once a week,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,home_violence,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",Once or twice,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,home_violence,"if there has been any violence (e.g. hitting, punching, slapping) between adults or older siblings at home in the last month",Prefer not to say,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,hopeful_future,feel hopeful about their future,Always,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,hopeful_future,feel hopeful about their future,Never,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,hopeful_future,feel hopeful about their future,Often,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,hopeful_future,feel hopeful about their future,Sometimes,40,85,47.1%,31.5%,63.2%,15.6%,16.2%,2023
Other sex,All Schools,imd_quintile,for their resident postcode,Quintile 1 - Most Deprived,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,imd_quintile,for their resident postcode,Quintile 2,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,imd_quintile,for their resident postcode,Quintile 3,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,imd_quintile,for their resident postcode,Quintile 4,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,imd_quintile,for their resident postcode,Quintile 5 - Least Deprived,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,imd_quintile,for their resident postcode,unknown,45,85,52.9%,36.8%,68.5%,16.2%,15.6%,2023
Other sex,All Schools,internet_info_provided,have been provided with online safety info,No,15,80,18.8%,8.9%,35.3%,9.8%,16.5%,2023
Other sex,All Schools,internet_info_provided,have been provided with online safety info,Yes,65,80,81.2%,64.7%,91.1%,16.5%,9.8%,2023
Other sex,All Schools,internet_message,have ever received message on social media that upset them,No,45,80,56.2%,39.4%,71.8%,16.9%,15.5%,2023
Other sex,All Schools,internet_message,have ever received message on social media that upset them,Yes,35,80,43.8%,28.2%,60.6%,15.5%,16.9%,2023
Other sex,All Schools,internet_met,have ever met someone in real life whom they first met online,No,55,75,73.3%,55.6%,85.8%,17.7%,12.5%,2023
Other sex,All Schools,internet_met,have ever met someone in real life whom they first met online,Yes,20,75,26.7%,14.2%,44.4%,12.5%,17.7%,2023
Other sex,All Schools,internet_personalinfo,have ever shared personal information with someone they have not met in real life,No,55,80,68.8%,51.5%,82.0%,17.3%,13.3%,2023
Other sex,All Schools,internet_personalinfo,have ever shared personal information with someone they have not met in real life,Yes,25,80,31.2%,18.0%,48.5%,13.3%,17.3%,2023
Other sex,All Schools,internet_pictures_pressure,have ever felt pressured to send pictures of themselves to someone,No,60,80,75.0%,57.9%,86.7%,17.1%,11.7%,2023
Other sex,All Schools,internet_pictures_pressure,have ever felt pressured to send pictures of themselves to someone,Yes,20,80,25.0%,13.3%,42.1%,11.7%,17.1%,2023
Other sex,All Schools,ketamine_exp,ketamine,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,ketamine_exp,ketamine,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,ketamine_offered,ketamine,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,ketamine_offered,ketamine,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,life_happyyesterday,how happy they felt yesterday overall on a scale low to high,high,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,life_happyyesterday,how happy they felt yesterday overall on a scale low to high,low,35,85,41.2%,26.4%,57.7%,14.8%,16.6%,2023
Other sex,All Schools,life_happyyesterday,how happy they felt yesterday overall on a scale low to high,medium,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,life_happyyesterday,how happy they felt yesterday overall on a scale low to high,very high,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,life_satisfied,about how satisfied they with their life on a scale of low to high,high,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,life_satisfied,about how satisfied they with their life on a scale of low to high,low,35,85,41.2%,26.4%,57.7%,14.8%,16.6%,2023
Other sex,All Schools,life_satisfied,about how satisfied they with their life on a scale of low to high,medium,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,life_satisfied,about how satisfied they with their life on a scale of low to high,very high,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,life_worthwhile,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,high,15,90,16.7%,7.9%,31.8%,8.8%,15.2%,2023
Other sex,All Schools,life_worthwhile,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,low,40,90,44.4%,29.6%,60.4%,14.9%,15.9%,2023
Other sex,All Schools,life_worthwhile,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,medium,20,90,22.2%,11.7%,38.0%,10.5%,15.8%,2023
Other sex,All Schools,life_worthwhile,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,very high,15,90,16.7%,7.9%,31.8%,8.8%,15.2%,2023
Other sex,All Schools,mental_accessed,have ever accessed mental health services before,No,40,80,50.0%,33.7%,66.3%,16.3%,16.3%,2023
Other sex,All Schools,mental_accessed,have ever accessed mental health services before,Not sure,5,80,6.2%,1.7%,20.1%,4.5%,13.8%,2023
Other sex,All Schools,mental_accessed,have ever accessed mental health services before,Prefer not to say,5,80,6.2%,1.7%,20.1%,4.5%,13.8%,2023
Other sex,All Schools,mental_accessed,have ever accessed mental health services before,Yes,30,80,37.5%,23.0%,54.7%,14.5%,17.2%,2023
Other sex,All Schools,mental_accessed_helpful,how helpful they found the mental health support,A little,5,25,20.0%,5.7%,50.9%,14.3%,30.9%,2023
Other sex,All Schools,mental_accessed_helpful,how helpful they found the mental health support,Neither helpful nor unhelpful,5,25,20.0%,5.7%,50.9%,14.3%,30.9%,2023
Other sex,All Schools,mental_accessed_helpful,how helpful they found the mental health support,Not helpful,10,25,40.0%,16.9%,68.7%,23.1%,28.7%,2023
Other sex,All Schools,mental_accessed_helpful,how helpful they found the mental health support,Not very helpful,5,25,20.0%,5.7%,50.9%,14.3%,30.9%,2023
Other sex,All Schools,mental_accessed_helpful,how helpful they found the mental health support,Very,0,25,0.0%,0.0%,27.6%,0.0%,27.6%,2023
Other sex,All Schools,mental_charity,charities,No,85,85,100.0%,89.9%,100.0%,10.1%,0.0%,2023
Other sex,All Schools,mental_charity,charities,Yes,0,85,0.0%,0.0%,10.1%,0.0%,10.1%,2023
Other sex,All Schools,mental_clinic,a mental health clinic,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,mental_clinic,a mental health clinic,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,mental_doctor,a doctor,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,mental_doctor,a doctor,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,mental_howaccess,"know how to access services if they are worried about, or are looking for more information about their mental health",No,20,80,25.0%,13.3%,42.1%,11.7%,17.1%,2023
Other sex,All Schools,mental_howaccess,"know how to access services if they are worried about, or are looking for more information about their mental health",Not sure,15,80,18.8%,8.9%,35.3%,9.8%,16.5%,2023
Other sex,All Schools,mental_howaccess,"know how to access services if they are worried about, or are looking for more information about their mental health",Yes,45,80,56.2%,39.4%,71.8%,16.9%,15.5%,2023
Other sex,All Schools,mental_none,other,No,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,mental_none,other,Yes,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,mental_nurse,a school nurse,No,85,85,100.0%,89.9%,100.0%,10.1%,0.0%,2023
Other sex,All Schools,mental_nurse,a school nurse,Yes,0,85,0.0%,0.0%,10.1%,0.0%,10.1%,2023
Other sex,All Schools,mental_other,some other service,No,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,mental_other,some other service,Yes,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,mental_parents,parents/carers,No,45,85,52.9%,36.8%,68.5%,16.2%,15.6%,2023
Other sex,All Schools,mental_parents,parents/carers,Yes,40,85,47.1%,31.5%,63.2%,15.6%,16.2%,2023
Other sex,All Schools,mental_school,the school,No,65,85,76.5%,60.1%,87.5%,16.4%,11.1%,2023
Other sex,All Schools,mental_school,the school,Yes,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,mental_talk,"agree with the statement ""It's okay for me to talk about my mental health.""",No,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,mental_talk,"agree with the statement ""It's okay for me to talk about my mental health.""",Not sure,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,mental_talk,"agree with the statement ""It's okay for me to talk about my mental health.""",Yes,45,85,52.9%,36.8%,68.5%,16.2%,15.6%,2023
Other sex,All Schools,mental_type_121,1-2-1s (in person),No,50,85,58.8%,42.3%,73.6%,16.6%,14.8%,2023
Other sex,All Schools,mental_type_121,1-2-1s (in person),Yes,35,85,41.2%,26.4%,57.7%,14.8%,16.6%,2023
Other sex,All Schools,mental_type_group,groupwork,No,65,85,76.5%,60.1%,87.5%,16.4%,11.1%,2023
Other sex,All Schools,mental_type_group,groupwork,Yes,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,mental_type_online,online support,No,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,mental_type_online,online support,Yes,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,mental_type_other,other types of support,No,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,mental_type_other,other types of support,Yes,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,mental_type_phone,phone counselling,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,mental_type_phone,phone counselling,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,mental_youthservice,the Youth Service,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,mental_youthservice,the Youth Service,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,nitrous_oxide_exp,nitrous oxide,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,nitrous_oxide_exp,nitrous oxide,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,nitrous_oxide_offered,nitrous oxide,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,nitrous_oxide_offered,nitrous oxide,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,nps_exp,novel psychoactive substances,No,85,85,100.0%,89.9%,100.0%,10.1%,0.0%,2023
Other sex,All Schools,nps_exp,novel psychoactive substances,Yes,0,85,0.0%,0.0%,10.1%,0.0%,10.1%,2023
Other sex,All Schools,nps_offered,novel psychoactive substances,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,nps_offered,novel psychoactive substances,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,pa_30,how many days in the past week had they done a total of 30 minutes or more of physical activity,1 to 3,40,85,47.1%,31.5%,63.2%,15.6%,16.2%,2023
Other sex,All Schools,pa_30,how many days in the past week had they done a total of 30 minutes or more of physical activity,4 to 5,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,pa_30,how many days in the past week had they done a total of 30 minutes or more of physical activity,6 to 7,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,pa_30,how many days in the past week had they done a total of 30 minutes or more of physical activity,none,30,85,35.3%,21.5%,52.0%,13.8%,16.7%,2023
Other sex,All Schools,pa_60,how many days in the past week had they done a total of 60 minutes or more of physical activity,1 to 3,30,80,37.5%,23.0%,54.7%,14.5%,17.2%,2023
Other sex,All Schools,pa_60,how many days in the past week had they done a total of 60 minutes or more of physical activity,4 to 5,10,80,12.5%,5.0%,28.0%,7.5%,15.5%,2023
Other sex,All Schools,pa_60,how many days in the past week had they done a total of 60 minutes or more of physical activity,6 to 7,10,80,12.5%,5.0%,28.0%,7.5%,15.5%,2023
Other sex,All Schools,pa_60,how many days in the past week had they done a total of 60 minutes or more of physical activity,none,30,80,37.5%,23.0%,54.7%,14.5%,17.2%,2023
Other sex,All Schools,pa_barriers_bikecost,the cost of bikes,No,75,85,88.2%,73.4%,95.3%,14.8%,7.1%,2023
Other sex,All Schools,pa_barriers_bikecost,the cost of bikes,Yes,10,85,11.8%,4.7%,26.6%,7.1%,14.8%,2023
Other sex,All Schools,pa_barriers_distance,distance,No,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,pa_barriers_distance,distance,Yes,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,pa_barriers_fearlost,the fear of getting lost,No,65,85,76.5%,60.1%,87.5%,16.4%,11.1%,2023
Other sex,All Schools,pa_barriers_fearlost,the fear of getting lost,Yes,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,pa_barriers_fitness,lack of fitness,No,65,85,76.5%,60.1%,87.5%,16.4%,11.1%,2023
Other sex,All Schools,pa_barriers_fitness,lack of fitness,Yes,20,85,23.5%,12.5%,39.9%,11.1%,16.4%,2023
Other sex,All Schools,pa_barriers_other,other reasons,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,pa_barriers_other,other reasons,Yes,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,pa_barriers_pollution,air pollution,No,80,85,94.1%,81.0%,98.4%,13.2%,4.2%,2023
Other sex,All Schools,pa_barriers_pollution,air pollution,Yes,5,85,5.9%,1.6%,19.0%,4.2%,13.2%,2023
Other sex,All Schools,pa_barriers_roadsafety,road safety,No,70,85,82.4%,66.5%,91.6%,15.8%,9.3%,2023
Other sex,All Schools,pa_barriers_roadsafety,road safety,Yes,15,85,17.6%,8.4%,33.5%,9.3%,15.8%,2023
Other sex,All Schools,pa_barriers_safety,personal safety,No,60,85,70.6%,53.9%,83.1%,16.7%,12.5%,2023
Other sex,All Schools,pa_barriers_safety,personal safety,Yes,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,pa_barriers_time,lack of time,No,40,85,47.1%,31.5%,63.2%,15.6%,16.2%,2023
Other sex,All Schools,pa_barriers_time,lack of time,Yes,45,85,52.9%,36.8%,68.5%,16.2%,15.6%,2023
Other sex,All Schools,pa_barriers_want,personal preference,No,50,85,58.8%,42.3%,73.6%,16.6%,14.8%,2023
Other sex,All Schools,pa_barriers_want,personal preference,Yes,35,85,41.2%,26.4%,57.7%,14.8%,16.6%,2023
Other sex,All Schools,pa_barriers_weather,the weather,No,50,85,58.8%,42.3%,73.6%,16.6%,14.8%,2023
Other sex,All Schools,pa_barriers_weather,the weather,Yes,35,85,41.2%,26.4%,57.7%,14.8%,16.6%,2023
Other sex,All Schools,pa_fri,Friday,0-29 minutes,35,80,43.8%,28.2%,60.6%,15.5%,16.9%,2023
Other sex,All Schools,pa_fri,Friday,30-59 minutes,20,80,25.0%,13.3%,42.1%,11.7%,17.1%,2023
Other sex,All Schools,pa_fri,Friday,60 or more minutes,25,80,31.2%,18.0%,48.5%,13.3%,17.3%,2023
Other sex,All Schools,pa_mon,Monday,0-29 minutes,30,80,37.5%,23.0%,54.7%,14.5%,17.2%,2023
Other sex,All Schools,pa_mon,Monday,30-59 minutes,25,80,31.2%,18.0%,48.5%,13.3%,17.3%,2023
Other sex,All Schools,pa_mon,Monday,60 or more minutes,25,80,31.2%,18.0%,48.5%,13.3%,17.3%,2023
Other sex,All Schools,pa_sat,Saturday,0-29 minutes,30,80,37.5%,23.0%,54.7%,14.5%,17.2%,2023
Other sex,All Schools,pa_sat,Saturday,30-59 minutes,20,80,25.0%,13.3%,42.1%,11.7%,17.1%,2023
Other sex,All Schools,pa_sat,Saturday,60 or more minutes,30,80,37.5%,23.0%,54.7%,14.5%,17.2%,2023
Other sex,All Schools,pa_sun,Sunday,0-29 minutes,40,80,50.0%,33.7%,66.3%,16.3%,16.3%,2023
Other sex,All Schools,pa_sun,Sunday,30-59 minutes,15,80,18.8%,8.9%,35.3%,9.8%,16.5%,2023
Other sex,All Schools,pa_sun,Sunday,60 or more minutes,25,80,31.2%,18.0%,48.5%,13.3%,17.3%,2023
Other sex,All Schools,pa_thurs,Thursday,0-29 minutes,30,80,37.5%,23.0%,54.7%,14.5%,17.2%,2023
Other sex,All Schools,pa_thurs,Thursday,30-59 minutes,25,80,31.2%,18.0%,48.5%,13.3%,17.3%,2023
Other sex,All Schools,pa_thurs,Thursday,60 or more minutes,25,80,31.2%,18.0%,48.5%,13.3%,17.3%,2023
Other sex,All Schools,pa_tues,Tuesday,0-29 minutes,35,85,41.2%,26.4%,57.7%,14.8%,16.6%,2023
Other sex,All Schools,pa_tues,Tuesday,30-59 minutes,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,pa_tues,Tuesday,60 or more minutes,25,85,29.4%,16.9%,46.1%,12.5%,16.7%,2023
Other sex,All Schools,pa_wed,Wednesday,0-29 minutes,25,80,31.2%,18.0%,48.5%,13.3%,17.3%,2023
Other sex,All Schools,pa_wed,Wednesday,30-59 minutes,25,80,31.2%,18.0%,48.5%,13.3%,17.3%,2023
Other sex,All Schools,pa_wed,Wednesday,60 or more minutes,30,80,37.5%,23.0%,54.7%,14.5%,17.2%,2023
Other sex,All Schools,paid_work,how much paid work they did last week,0-10 hours,10,80,12.5%,5.0%,28.0%,7.5%,15.5%,2023
Other sex,All Schools,paid_work,how much paid work they did last week,11-20 hours,5,80,6.2%,1.7%,20.1%,4.5%,13.8%,2023
Other sex,All Schools,paid_work,how much paid work they did last week,31+ hours,0,80,0.0%,0.0%,10.7%,0.0%,10.7%,2023
Other sex,All Schools,paid_work,how much paid work they did last week,I didn't do any paid work,65,80,81.2%,64.7%,91.1%,16.5%,9.8%,2023
Other sex,All Schools,paid_work,how much paid work they did last week,Prefer not to say,0,80,0.0%,0.0%,10.7%,0.0%,10.7%,2023
