year,breakdown,school,question,question_text,response,count,denominator,value,lowercl,uppercl,lowereb,uppereb,order,question_raw,question_theme,reworded,survey_text,menu_text,multi_cat,multi_binary,question_coded_gen,survey_text_gen,response_of_interest,heading,question_response,polarity,rotation,question_type
2023,Non-Binary,All Schools,worry_friends,issues with friends,No,60,130,46.2%,33.4%,59.5%,12.8%,13.3%,49,Q8978241.15,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about issues with friends,issues with friends,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_friends,issues with friends,Yes,70,130,53.8%,40.5%,66.6%,13.3%,12.8%,51.96,Q8978241.15,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about issues with friends,issues with friends,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about issues with friends,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_friends,issues with friends,Yes,70,130,53.8%,40.5%,66.6%,13.3%,12.8%,49,Q8978241.14,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about issues with friends,issues with friends,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about issues with friends,NA,1,NA
2023,Non-Binary,All Schools,worry_friends,issues with friends,Yes,70,130,53.8%,40.5%,66.6%,13.3%,12.8%,49,Q8978241.15,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about issues with friends,issues with friends,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about issues with friends,NA,1,NA
2023,Non-Binary,All Schools,worry_future,future prospects,No,45,130,34.6%,23.2%,48.2%,11.4%,13.5%,51.2,Q8978241.2,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about bullying,future prospects,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_future,future prospects,No,45,130,34.6%,23.2%,48.2%,11.4%,13.5%,49,Q8978241.2,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about bullying,future prospects,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_future,future prospects,Yes,85,130,65.4%,51.8%,76.8%,13.5%,11.4%,51.2,Q8978241.2,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about future prospects,future prospects,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about future education/career,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_future,future prospects,Yes,85,130,65.4%,51.8%,76.8%,13.5%,11.4%,49,Q8978241.2,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about bullying,bullying,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about bullying,NA,1,NA
2023,Non-Binary,All Schools,worry_gambling,gambling,No,120,130,92.3%,81.9%,97.0%,10.4%,4.7%,51.95,Q8978241.14,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about gambling,gambling,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_gambling,gambling,No,120,130,92.3%,81.9%,97.0%,10.4%,4.7%,49,Q8978241.13,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about gambling,gambling,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_gambling,gambling,No,120,130,92.3%,81.9%,97.0%,10.4%,4.7%,49,Q8978241.14,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about gambling,gambling,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_gambling,gambling,Yes,10,130,7.7%,3.0%,18.1%,4.7%,10.4%,51.95,Q8978241.14,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about gambling,gambling,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about gambling,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_gambling,gambling,Yes,10,130,7.7%,3.0%,18.1%,4.7%,10.4%,49,Q8978241.13,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about gambling,gambling,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about gambling,NA,1,NA
2023,Non-Binary,All Schools,worry_gambling,gambling,Yes,10,130,7.7%,3.0%,18.1%,4.7%,10.4%,49,Q8978241.14,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about gambling,gambling,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about gambling,NA,1,NA
2023,Non-Binary,All Schools,worry_incrime,getting involved in crime,No,115,130,88.5%,77.1%,94.6%,11.4%,6.1%,51.99,Q8978241.19,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about getting involved in crime,getting involved in crime,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_incrime,getting involved in crime,No,115,130,88.5%,77.1%,94.6%,11.4%,6.1%,49,Q8978241.19,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about getting involved in crime,getting involved in crime,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_incrime,getting involved in crime,Yes,15,130,11.5%,5.4%,22.9%,6.1%,11.4%,51.99,Q8978241.19,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about getting involved in crime,getting involved in crime,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about getting involved in crime,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_incrime,getting involved in crime,Yes,15,130,11.5%,5.4%,22.9%,6.1%,11.4%,49,Q8978241.19,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about getting involved in crime,getting involved in crime,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about getting involved in crime,NA,1,NA
2023,Non-Binary,All Schools,worry_lgbt,sexual orientation/identity,No,45,130,34.6%,23.2%,48.2%,11.4%,13.5%,51.991,Q8978241.20,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about sexual orienation/identity,sexual orientation/identity,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_lgbt,sexual orientation/identity,No,45,130,34.6%,23.2%,48.2%,11.4%,13.5%,49,Q8978241.20,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about sexual orienation/identity,sexual orientation/identity,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_lgbt,sexual orientation/identity,Yes,85,130,65.4%,51.8%,76.8%,13.5%,11.4%,51.991,Q8978241.20,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about sexual orienation/identity,sexual orientation/identity,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about sexual orientation/identity,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_lgbt,sexual orientation/identity,Yes,85,130,65.4%,51.8%,76.8%,13.5%,11.4%,49,Q8978241.20,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about sexual orienation/identity,sexual orientation/identity,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about sexual orientation/identity,NA,1,NA
2023,Non-Binary,All Schools,worry_lonely,feeling lonely,No,45,130,34.6%,23.2%,48.2%,11.4%,13.5%,51.98,Q8978241.17,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about feeling lonely,feeling lonely,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_lonely,feeling lonely,No,45,130,34.6%,23.2%,48.2%,11.4%,13.5%,49,Q8978241.16,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about feeling lonely,feeling lonely,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_lonely,feeling lonely,No,45,130,34.6%,23.2%,48.2%,11.4%,13.5%,49,Q8978241.17,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about feeling lonely,feeling lonely,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_lonely,feeling lonely,Yes,85,130,65.4%,51.8%,76.8%,13.5%,11.4%,51.98,Q8978241.17,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about feeling lonely,feeling lonely,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about feeling lonely,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_lonely,feeling lonely,Yes,85,130,65.4%,51.8%,76.8%,13.5%,11.4%,49,Q8978241.16,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about feeling lonely,feeling lonely,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about feeling lonely,NA,1,NA
2023,Non-Binary,All Schools,worry_lonely,feeling lonely,Yes,85,130,65.4%,51.8%,76.8%,13.5%,11.4%,49,Q8978241.17,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about feeling lonely,feeling lonely,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about feeling lonely,NA,1,NA
2023,Non-Binary,All Schools,worry_look,their appearance,No,45,130,34.6%,23.2%,48.2%,11.4%,13.5%,51.8,Q8978241.8,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their appearance,their appearance,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_look,their appearance,No,45,130,34.6%,23.2%,48.2%,11.4%,13.5%,49,Q8978241.7,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their appearance,their appearance,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_look,their appearance,No,45,130,34.6%,23.2%,48.2%,11.4%,13.5%,49,Q8978241.8,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their appearance,their appearance,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_look,their appearance,Yes,85,130,65.4%,51.8%,76.8%,13.5%,11.4%,51.8,Q8978241.8,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their appearance,their appearance,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about their appearance,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_look,their appearance,Yes,85,130,65.4%,51.8%,76.8%,13.5%,11.4%,49,Q8978241.7,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their appearance,their appearance,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about their appearance,NA,1,NA
2023,Non-Binary,All Schools,worry_look,their appearance,Yes,85,130,65.4%,51.8%,76.8%,13.5%,11.4%,49,Q8978241.8,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their appearance,their appearance,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about their appearance,NA,1,NA
2023,Non-Binary,All Schools,worry_mental,their mental health,No,45,135,33.3%,22.3%,46.6%,11.1%,13.3%,51.5,Q8978241.5,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their mental health,their mental health,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_mental,their mental health,No,45,135,33.3%,22.3%,46.6%,11.1%,13.3%,49,Q8978241.4,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their mental health,their mental health,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_mental,their mental health,No,45,135,33.3%,22.3%,46.6%,11.1%,13.3%,49,Q8978241.5,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their mental health,their mental health,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_mental,their mental health,Yes,90,135,66.7%,53.4%,77.7%,13.3%,11.1%,51.5,Q8978241.5,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their mental health,their mental health,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about their mental health,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_mental,their mental health,Yes,90,135,66.7%,53.4%,77.7%,13.3%,11.1%,49,Q8978241.4,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their mental health,their mental health,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about their mental health,NA,1,NA
2023,Non-Binary,All Schools,worry_mental,their mental health,Yes,90,135,66.7%,53.4%,77.7%,13.3%,11.1%,49,Q8978241.5,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their mental health,their mental health,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about their mental health,NA,1,NA
2023,Non-Binary,All Schools,worry_money,money problems (including family finances),No,95,135,70.4%,57.2%,80.8%,13.2%,10.5%,51.7,Q8978241.7,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about money problems (including family finances),money problems (including family finances),FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_money,money problems (including family finances),No,95,135,70.4%,57.2%,80.8%,13.2%,10.5%,49,Q8978241.6,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about money problems (including family finances),money problems (including family finances),FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_money,money problems (including family finances),No,95,135,70.4%,57.2%,80.8%,13.2%,10.5%,49,Q8978241.7,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about money problems (including family finances),money problems (including family finances),FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_money,money problems (including family finances),Yes,40,135,29.6%,19.2%,42.8%,10.5%,13.2%,51.7,Q8978241.7,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about money problems (including family finances),money problems (including family finances),FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about money problems (including family finances),NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_money,money problems (including family finances),Yes,40,135,29.6%,19.2%,42.8%,10.5%,13.2%,49,Q8978241.6,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about money problems (including family finances),money problems (including family finances),FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about money problems (including family finances),NA,1,NA
2023,Non-Binary,All Schools,worry_money,money problems (including family finances),Yes,40,135,29.6%,19.2%,42.8%,10.5%,13.2%,49,Q8978241.7,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about money problems (including family finances),money problems (including family finances),FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about money problems (including family finances),NA,1,NA
2023,Non-Binary,All Schools,worry_phys,their physical health,No,60,130,46.2%,33.4%,59.5%,12.8%,13.3%,51.4,Q8978241.4,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their physical health,their physical health,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_phys,their physical health,No,60,130,46.2%,33.4%,59.5%,12.8%,13.3%,49,Q8978241.3,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their physical health,their physical health,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_phys,their physical health,No,60,130,46.2%,33.4%,59.5%,12.8%,13.3%,49,Q8978241.4,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their physical health,their physical health,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_phys,their physical health,Yes,70,130,53.8%,40.5%,66.6%,13.3%,12.8%,51.4,Q8978241.4,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their physical health,their physical health,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about their physical health,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_phys,their physical health,Yes,70,130,53.8%,40.5%,66.6%,13.3%,12.8%,49,Q8978241.3,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their physical health,their physical health,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about their physical health,NA,1,NA
2023,Non-Binary,All Schools,worry_phys,their physical health,Yes,70,130,53.8%,40.5%,66.6%,13.3%,12.8%,49,Q8978241.4,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about their physical health,their physical health,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about their physical health,NA,1,NA
2023,Non-Binary,All Schools,worry_racism,racism,No,100,135,74.1%,61.1%,83.9%,13.0%,9.8%,51.94,Q8978241.13,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about racism,racism,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_racism,racism,No,100,135,74.1%,61.1%,83.9%,13.0%,9.8%,49,Q8978241.13,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about racism,racism,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_racism,racism,Yes,35,135,25.9%,16.1%,38.9%,9.8%,13.0%,51.94,Q8978241.13,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about racism,racism,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about racism,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_racism,racism,Yes,35,135,25.9%,16.1%,38.9%,9.8%,13.0%,49,Q8978241.13,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about racism,racism,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about racism,NA,1,NA
2023,Non-Binary,All Schools,worry_relationships,relationships/sexual health,No,90,130,69.2%,55.8%,80.1%,13.5%,10.8%,51.91,Q8978241.10,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about relationships/sexual health,relationships/sexual health,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_relationships,relationships/sexual health,No,90,130,69.2%,55.8%,80.1%,13.5%,10.8%,49,Q8978241.9,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about relationships/sexual health,relationships/sexual health,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_relationships,relationships/sexual health,No,90,130,69.2%,55.8%,80.1%,13.5%,10.8%,49,Q8978241.10,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about relationships/sexual health,relationships/sexual health,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_relationships,relationships/sexual health,Yes,40,130,30.8%,19.9%,44.2%,10.8%,13.5%,51.91,Q8978241.10,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about relationships/sexual health,relationships/sexual health,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about relationships/sexual health,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_relationships,relationships/sexual health,Yes,40,130,30.8%,19.9%,44.2%,10.8%,13.5%,49,Q8978241.9,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about relationships/sexual health,relationships/sexual health,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about relationships/sexual health,NA,1,NA
2023,Non-Binary,All Schools,worry_relationships,relationships/sexual health,Yes,40,130,30.8%,19.9%,44.2%,10.8%,13.5%,49,Q8978241.10,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about relationships/sexual health,relationships/sexual health,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about relationships/sexual health,NA,1,NA
2023,Non-Binary,All Schools,worry_school,schoolwork,No,40,130,30.8%,19.9%,44.2%,10.8%,13.5%,51,Q8978241,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about schoolwork,schoolwork,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_school,schoolwork,No,40,130,30.8%,19.9%,44.2%,10.8%,13.5%,49,Q8978241,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about schoolwork,schoolwork,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA
2023,Non-Binary,All Schools,worry_school,schoolwork,Yes,90,130,69.2%,55.8%,80.1%,13.5%,10.8%,51,Q8978241,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about schoolwork,schoolwork,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about schoolwork,NA,0,Multiple Select
2023,Non-Binary,All Schools,worry_school,schoolwork,Yes,90,130,69.2%,55.8%,80.1%,13.5%,10.8%,49,Q8978241,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about schoolwork,schoolwork,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about schoolwork,NA,1,NA
2023,Non-Binary,All Schools,worry_socialmedia,social media,No,90,130,69.2%,55.8%,80.1%,13.5%,10.8%,51.9,Q8978241.9,Mental Health and Wellbeing,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about social media,social media,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,0,Multiple Select
