year,breakdown,school,question,question_text,response,count,denominator,value,lowercl,uppercl,lowereb,uppereb
2022,Female,All Schools,hopeful_future,feel hopeful about their future,Sometimes,2710,5765,47.0%,45.0%,49.0%,2.0%,2.0%
2022,Female,All Schools,imd_quintile,for their resident postcode,Quintile 1 - Most Deprived,515,5845,8.8%,7.7%,10.0%,1.1%,1.2%
2022,Female,All Schools,imd_quintile,for their resident postcode,Quintile 2,680,5845,11.6%,10.4%,13.0%,1.2%,1.4%
2022,Female,All Schools,imd_quintile,for their resident postcode,Quintile 3,820,5845,14.0%,12.7%,15.5%,1.3%,1.5%
2022,Female,All Schools,imd_quintile,for their resident postcode,Quintile 4,890,5845,15.2%,13.8%,16.7%,1.4%,1.5%
2022,Female,All Schools,imd_quintile,for their resident postcode,Quintile 5 - Least Deprived,1125,5845,19.2%,17.7%,20.9%,1.5%,1.6%
2022,Female,All Schools,imd_quintile,for their resident postcode,unknown,1815,5845,31.1%,29.2%,33.0%,1.8%,1.9%
2022,Female,All Schools,internet_info_provided,have been provided with online safety info,No,1190,5620,21.2%,19.5%,22.9%,1.6%,1.7%
2022,Female,All Schools,internet_info_provided,have been provided with online safety info,Yes,4430,5620,78.8%,77.1%,80.5%,1.7%,1.6%
2022,Female,All Schools,internet_met,have ever met someone in real life whom they first met online,No,4660,5705,81.7%,80.0%,83.2%,1.6%,1.5%
2022,Female,All Schools,internet_met,have ever met someone in real life whom they first met online,Yes,1045,5705,18.3%,16.8%,20.0%,1.5%,1.6%
2022,Female,All Schools,internet_personalinfo,have ever shared personal information with someone they have not met in real life,No,4840,5705,84.8%,83.3%,86.2%,1.5%,1.4%
2022,Female,All Schools,internet_personalinfo,have ever shared personal information with someone they have not met in real life,Yes,865,5705,15.2%,13.8%,16.7%,1.4%,1.5%
2022,Female,All Schools,internet_pictures_pressure,have ever felt pressured to send pictures of themselves to someone,No,4930,5695,86.6%,85.1%,87.9%,1.5%,1.3%
2022,Female,All Schools,internet_pictures_pressure,have ever felt pressured to send pictures of themselves to someone,Yes,765,5695,13.4%,12.1%,14.9%,1.3%,1.5%
2022,Female,All Schools,internet_pictures_upset,have ever seen a picture or post that scared them,No,3380,5715,59.1%,57.1%,61.1%,2.0%,2.0%
2022,Female,All Schools,internet_pictures_upset,have ever seen a picture or post that scared them,Yes,2335,5715,40.9%,38.9%,42.9%,2.0%,2.0%
2022,Female,All Schools,ketamine_exp,ketamine,No,395,420,94.0%,89.4%,96.7%,4.6%,2.7%
2022,Female,All Schools,ketamine_exp,ketamine,Yes,25,420,6.0%,3.3%,10.6%,2.7%,4.6%
2022,Female,All Schools,ketamine_offered,ketamine,No,5850,5850,100.0%,99.8%,100.0%,0.2%,-0.0%
2022,Female,All Schools,khat_exp,khat,No,420,420,100.0%,97.8%,100.0%,2.2%,0.0%
2022,Female,All Schools,khat_exp,khat,Yes,0,420,0.0%,0.0%,2.2%,0.0%,2.2%
2022,Female,All Schools,khat_offered,khat,No,5850,5850,100.0%,99.8%,100.0%,0.2%,-0.0%
2022,Female,All Schools,life_happyyesterday,how happy they felt yesterday overall on a scale low to high,high,1470,5850,25.1%,23.4%,26.9%,1.7%,1.8%
2022,Female,All Schools,life_happyyesterday,how happy they felt yesterday overall on a scale low to high,low,1750,5850,29.9%,28.1%,31.8%,1.8%,1.9%
2022,Female,All Schools,life_happyyesterday,how happy they felt yesterday overall on a scale low to high,medium,1395,5850,23.8%,22.2%,25.6%,1.7%,1.8%
2022,Female,All Schools,life_happyyesterday,how happy they felt yesterday overall on a scale low to high,very high,1235,5850,21.1%,19.5%,22.8%,1.6%,1.7%
2022,Female,All Schools,life_satisfied,about how satisfied they with their life on a scale of low to high,high,1950,5845,33.4%,31.5%,35.3%,1.9%,1.9%
2022,Female,All Schools,life_satisfied,about how satisfied they with their life on a scale of low to high,low,1265,5845,21.6%,20.0%,23.4%,1.6%,1.7%
2022,Female,All Schools,life_satisfied,about how satisfied they with their life on a scale of low to high,medium,1535,5845,26.3%,24.5%,28.1%,1.7%,1.8%
2022,Female,All Schools,life_satisfied,about how satisfied they with their life on a scale of low to high,very high,1095,5845,18.7%,17.2%,20.4%,1.5%,1.6%
2022,Female,All Schools,life_worthwhile,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,high,1685,5850,28.8%,27.0%,30.7%,1.8%,1.9%
2022,Female,All Schools,life_worthwhile,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,low,1310,5850,22.4%,20.8%,24.1%,1.6%,1.7%
2022,Female,All Schools,life_worthwhile,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,medium,1585,5850,27.1%,25.3%,28.9%,1.8%,1.8%
2022,Female,All Schools,life_worthwhile,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,very high,1270,5850,21.7%,20.1%,23.4%,1.6%,1.7%
2022,Female,All Schools,mental_121,1-2-1 sessions,No,5850,5850,100.0%,99.8%,100.0%,0.2%,-0.0%
2022,Female,All Schools,mental_accessed,have ever accessed mental health services before,No,3900,5720,68.2%,66.2%,70.1%,1.9%,1.9%
2022,Female,All Schools,mental_accessed,have ever accessed mental health services before,Not sure,520,5720,9.1%,8.0%,10.3%,1.1%,1.2%
2022,Female,All Schools,mental_accessed,have ever accessed mental health services before,Prefer not to say,230,5720,4.0%,3.3%,4.9%,0.7%,0.9%
2022,Female,All Schools,mental_accessed,have ever accessed mental health services before,Yes,1070,5720,18.7%,17.2%,20.4%,1.5%,1.6%
2022,Female,All Schools,mental_accessed_helpful,how helpful they found the mental health support,A little,430,1070,40.2%,35.7%,44.9%,4.5%,4.7%
2022,Female,All Schools,mental_accessed_helpful,how helpful they found the mental health support,Neither helpful nor unhelpful,140,1070,13.1%,10.2%,16.6%,2.9%,3.5%
2022,Female,All Schools,mental_accessed_helpful,how helpful they found the mental health support,Not helpful,130,1070,12.1%,9.4%,15.6%,2.8%,3.4%
2022,Female,All Schools,mental_accessed_helpful,how helpful they found the mental health support,Not very helpful,175,1070,16.4%,13.2%,20.1%,3.2%,3.8%
2022,Female,All Schools,mental_accessed_helpful,how helpful they found the mental health support,Very,195,1070,18.2%,14.9%,22.1%,3.4%,3.9%
2022,Female,All Schools,mental_activesupport,activity-based support (e.g. drama therapy),No,5850,5850,100.0%,99.8%,100.0%,0.2%,-0.0%
2022,Female,All Schools,mental_charity,charities,No,5790,5845,99.1%,98.6%,99.4%,0.5%,0.3%
2022,Female,All Schools,mental_charity,charities,Yes,55,5845,0.9%,0.6%,1.4%,0.3%,0.5%
2022,Female,All Schools,mental_clinic,a mental health clinic,No,4790,5850,81.9%,80.3%,83.4%,1.6%,1.5%
2022,Female,All Schools,mental_clinic,a mental health clinic,Yes,1060,5850,18.1%,16.6%,19.7%,1.5%,1.6%
2022,Female,All Schools,mental_doctor,a doctor,No,4985,5845,85.3%,83.8%,86.7%,1.5%,1.4%
2022,Female,All Schools,mental_doctor,a doctor,Yes,860,5845,14.7%,13.3%,16.2%,1.4%,1.5%
2022,Female,All Schools,mental_groupwork,Group work,No,5850,5850,100.0%,99.8%,100.0%,0.2%,-0.0%
2022,Female,All Schools,mental_howaccess,"know how to access services if they are worried about, or are looking for more information about their mental health",No,840,5760,14.6%,13.2%,16.1%,1.4%,1.5%
2022,Female,All Schools,mental_howaccess,"know how to access services if they are worried about, or are looking for more information about their mental health",Not sure,1340,5760,23.3%,21.6%,25.0%,1.7%,1.8%
2022,Female,All Schools,mental_howaccess,"know how to access services if they are worried about, or are looking for more information about their mental health",Yes,3580,5760,62.2%,60.2%,64.1%,2.0%,2.0%
2022,Female,All Schools,mental_internet,online,No,5850,5850,100.0%,99.8%,100.0%,0.2%,-0.0%
2022,Female,All Schools,mental_none,other,No,4560,5845,78.0%,76.3%,79.6%,1.7%,1.6%
2022,Female,All Schools,mental_none,other,Yes,1285,5845,22.0%,20.4%,23.7%,1.6%,1.7%
2022,Female,All Schools,mental_nurse,a school nurse,No,5635,5845,96.4%,95.6%,97.1%,0.8%,0.7%
2022,Female,All Schools,mental_nurse,a school nurse,Yes,210,5845,3.6%,2.9%,4.4%,0.7%,0.8%
2022,Female,All Schools,mental_parents,parents/carers,No,2140,5845,36.6%,34.7%,38.6%,1.9%,2.0%
2022,Female,All Schools,mental_parents,parents/carers,Yes,3705,5845,63.4%,61.4%,65.3%,2.0%,1.9%
2022,Female,All Schools,mental_school,the school,No,4050,5850,69.2%,67.3%,71.1%,1.9%,1.8%
2022,Female,All Schools,mental_school,the school,Yes,1800,5850,30.8%,28.9%,32.7%,1.8%,1.9%
2022,Female,All Schools,mental_talk,"agree with the statement ""It's okay for me to talk about my mental health.""",No,525,5750,9.1%,8.0%,10.4%,1.1%,1.2%
2022,Female,All Schools,mental_talk,"agree with the statement ""It's okay for me to talk about my mental health.""",Not sure,1135,5750,19.7%,18.2%,21.4%,1.6%,1.7%
2022,Female,All Schools,mental_talk,"agree with the statement ""It's okay for me to talk about my mental health.""",Yes,4090,5750,71.1%,69.2%,72.9%,1.9%,1.8%
2022,Female,All Schools,mental_type_121,1-2-1s (in person),No,2885,5850,49.3%,47.3%,51.3%,2.0%,2.0%
2022,Female,All Schools,mental_type_121,1-2-1s (in person),Yes,2965,5850,50.7%,48.7%,52.7%,2.0%,2.0%
2022,Female,All Schools,mental_type_group,groupwork,No,4480,5845,76.6%,74.9%,78.3%,1.8%,1.7%
2022,Female,All Schools,mental_type_group,groupwork,Yes,1365,5845,23.4%,21.7%,25.1%,1.7%,1.8%
2022,Female,All Schools,mental_type_online,online support,No,4580,5850,78.3%,76.6%,79.9%,1.7%,1.6%
2022,Female,All Schools,mental_type_online,online support,Yes,1270,5850,21.7%,20.1%,23.4%,1.6%,1.7%
2022,Female,All Schools,mental_type_other,other types of support,No,4255,5845,72.8%,71.0%,74.6%,1.8%,1.8%
2022,Female,All Schools,mental_type_other,other types of support,Yes,1590,5845,27.2%,25.4%,29.0%,1.8%,1.8%
2022,Female,All Schools,mental_type_phone,phone counselling,No,5290,5845,90.5%,89.3%,91.6%,1.3%,1.1%
2022,Female,All Schools,mental_type_phone,phone counselling,Yes,555,5845,9.5%,8.4%,10.7%,1.1%,1.3%
2022,Female,All Schools,mental_youthservice,the Youth Service,No,5310,5850,90.8%,89.5%,91.9%,1.2%,1.1%
2022,Female,All Schools,mental_youthservice,the Youth Service,Yes,540,5850,9.2%,8.1%,10.5%,1.1%,1.2%
2022,Female,All Schools,mephedrone_exp,mephedrone,No,420,420,100.0%,97.8%,100.0%,2.2%,0.0%
2022,Female,All Schools,mephedrone_exp,mephedrone,Yes,0,420,0.0%,0.0%,2.2%,0.0%,2.2%
2022,Female,All Schools,mephedrone_offered,mephedrone,No,5850,5850,100.0%,99.8%,100.0%,0.2%,-0.0%
2022,Female,All Schools,nitrous_oxide_exp,nitrous oxide,No,395,420,94.0%,89.4%,96.7%,4.6%,2.7%
2022,Female,All Schools,nitrous_oxide_exp,nitrous oxide,Yes,25,420,6.0%,3.3%,10.6%,2.7%,4.6%
2022,Female,All Schools,nitrous_oxide_offered,nitrous oxide,No,5850,5850,100.0%,99.8%,100.0%,0.2%,-0.0%
2022,Female,All Schools,nps_exp,novel psychoactive substances,No,420,425,98.8%,95.8%,99.7%,3.0%,0.9%
2022,Female,All Schools,nps_exp,novel psychoactive substances,Yes,5,425,1.2%,0.3%,4.2%,0.9%,3.0%
2022,Female,All Schools,nps_offered,novel psychoactive substances,No,5850,5850,100.0%,99.8%,100.0%,0.2%,-0.0%
2022,Female,All Schools,pa_30,how many days in the past week had they done 30-59 minutes of physical activity,1 to 3,2965,5850,50.7%,48.7%,52.7%,2.0%,2.0%
2022,Female,All Schools,pa_30,how many days in the past week had they done 30-59 minutes of physical activity,4 to 5,975,5850,16.7%,15.2%,18.2%,1.5%,1.6%
2022,Female,All Schools,pa_30,how many days in the past week had they done 30-59 minutes of physical activity,6 to 7,335,5850,5.7%,4.9%,6.7%,0.9%,1.0%
2022,Female,All Schools,pa_30,how many days in the past week had they done 30-59 minutes of physical activity,none,1575,5850,26.9%,25.2%,28.8%,1.8%,1.8%
2022,Female,All Schools,pa_60,how many days in the past week had they done a total of 60 minutes or more of physical activity,1 to 3,2725,5850,46.6%,44.6%,48.6%,2.0%,2.0%
2022,Female,All Schools,pa_60,how many days in the past week had they done a total of 60 minutes or more of physical activity,4 to 5,910,5850,15.6%,14.1%,17.1%,1.4%,1.5%
2022,Female,All Schools,pa_60,how many days in the past week had they done a total of 60 minutes or more of physical activity,6 to 7,450,5850,7.7%,6.7%,8.8%,1.0%,1.1%
2022,Female,All Schools,pa_60,how many days in the past week had they done a total of 60 minutes or more of physical activity,none,1765,5850,30.2%,28.3%,32.1%,1.8%,1.9%
2022,Female,All Schools,pa_fri,Friday,0-29 minutes,2050,5535,37.0%,35.1%,39.1%,2.0%,2.0%
2022,Female,All Schools,pa_fri,Friday,30-59 minutes,1935,5535,35.0%,33.0%,37.0%,2.0%,2.0%
2022,Female,All Schools,pa_fri,Friday,60 or more minutes,1550,5535,28.0%,26.2%,29.9%,1.8%,1.9%
2022,Female,All Schools,pa_mon,Monday,0-29 minutes,2100,5665,37.1%,35.1%,39.1%,2.0%,2.0%
2022,Female,All Schools,pa_mon,Monday,30-59 minutes,1795,5665,31.7%,29.8%,33.6%,1.9%,1.9%
2022,Female,All Schools,pa_mon,Monday,60 or more minutes,1770,5665,31.2%,29.4%,33.2%,1.9%,1.9%
2022,Female,All Schools,pa_sat,Saturday,0-29 minutes,2010,5535,36.3%,34.3%,38.3%,2.0%,2.0%
2022,Female,All Schools,pa_sat,Saturday,30-59 minutes,1520,5535,27.5%,25.6%,29.4%,1.8%,1.9%
2022,Female,All Schools,pa_sat,Saturday,60 or more minutes,2005,5535,36.2%,34.3%,38.2%,2.0%,2.0%
2022,Female,All Schools,pa_sun,Sunday,0-29 minutes,2560,5465,46.8%,44.8%,48.9%,2.1%,2.1%
2022,Female,All Schools,pa_sun,Sunday,30-59 minutes,1480,5465,27.1%,25.3%,29.0%,1.8%,1.9%
2022,Female,All Schools,pa_sun,Sunday,60 or more minutes,1425,5465,26.1%,24.3%,28.0%,1.8%,1.9%
2022,Female,All Schools,pa_thurs,Thursday,0-29 minutes,1880,5570,33.8%,31.8%,35.7%,1.9%,2.0%
2022,Female,All Schools,pa_thurs,Thursday,30-59 minutes,1875,5570,33.7%,31.7%,35.6%,1.9%,2.0%
2022,Female,All Schools,pa_thurs,Thursday,60 or more minutes,1815,5570,32.6%,30.7%,34.6%,1.9%,2.0%
2022,Female,All Schools,pa_tues,Tuesday,0-29 minutes,1945,5610,34.7%,32.7%,36.7%,1.9%,2.0%
2022,Female,All Schools,pa_tues,Tuesday,30-59 minutes,1915,5610,34.1%,32.2%,36.1%,1.9%,2.0%
2022,Female,All Schools,pa_tues,Tuesday,60 or more minutes,1750,5610,31.2%,29.3%,33.1%,1.9%,1.9%
2022,Female,All Schools,pa_wed,Wednesday,0-29 minutes,1905,5620,33.9%,32.0%,35.9%,1.9%,2.0%
2022,Female,All Schools,pa_wed,Wednesday,30-59 minutes,1855,5620,33.0%,31.1%,35.0%,1.9%,2.0%
2022,Female,All Schools,pa_wed,Wednesday,60 or more minutes,1860,5620,33.1%,31.2%,35.1%,1.9%,2.0%
2022,Female,All Schools,poppers_exp,poppers,No,415,420,98.8%,95.8%,99.7%,3.0%,0.9%
2022,Female,All Schools,poppers_exp,poppers,Yes,5,420,1.2%,0.3%,4.2%,0.9%,3.0%
2022,Female,All Schools,poppers_offered,poppers,No,5850,5850,100.0%,99.8%,100.0%,0.2%,-0.0%
2022,Female,All Schools,portions,portions of fruits or vegetables,0,450,5850,7.7%,6.7%,8.8%,1.0%,1.1%
2022,Female,All Schools,portions,portions of fruits or vegetables,1,705,5850,12.1%,10.8%,13.4%,1.3%,1.4%
2022,Female,All Schools,portions,portions of fruits or vegetables,2,1250,5850,21.4%,19.8%,23.1%,1.6%,1.7%
2022,Female,All Schools,portions,portions of fruits or vegetables,3,1650,5850,28.2%,26.4%,30.1%,1.8%,1.9%
2022,Female,All Schools,portions,portions of fruits or vegetables,4,1035,5850,17.7%,16.2%,19.3%,1.5%,1.6%
2022,Female,All Schools,portions,portions of fruits or vegetables,5,760,5850,13.0%,11.7%,14.4%,1.3%,1.4%
2022,Female,All Schools,prospects_education,plan to continue in education,Maybe,1255,5390,23.3%,21.6%,25.1%,1.7%,1.8%
2022,Female,All Schools,prospects_education,plan to continue in education,No,245,5390,4.5%,3.7%,5.5%,0.8%,1.0%
2022,Female,All Schools,prospects_education,plan to continue in education,Yes,3890,5390,72.2%,70.2%,74.0%,1.9%,1.8%
2022,Female,All Schools,prospects_family,plan to start a family,Maybe,1440,5030,28.6%,26.7%,30.6%,1.9%,2.0%
2022,Female,All Schools,prospects_family,plan to start a family,No,2520,5030,50.1%,47.9%,52.3%,2.2%,2.2%
2022,Female,All Schools,prospects_family,plan to start a family,Yes,1070,5030,21.3%,19.5%,23.1%,1.7%,1.8%
2022,Female,All Schools,prospects_info_apprenticeships,apprenticeships,No,4140,5850,70.8%,68.9%,72.6%,1.9%,1.8%
2022,Female,All Schools,prospects_info_apprenticeships,apprenticeships,Yes,1710,5850,29.2%,27.4%,31.1%,1.8%,1.9%
2022,Female,All Schools,prospects_info_college,college/6th form,No,3225,5850,55.1%,53.1%,57.1%,2.0%,2.0%
2022,Female,All Schools,prospects_info_college,college/6th form,Yes,2625,5850,44.9%,42.9%,46.9%,2.0%,2.0%
2022,Female,All Schools,prospects_info_gap,gap years,No,3810,5850,65.1%,63.2%,67.0%,1.9%,1.9%
2022,Female,All Schools,prospects_info_gap,gap years,Yes,2040,5850,34.9%,33.0%,36.8%,1.9%,1.9%
2022,Female,All Schools,prospects_info_jobs,jobs,No,2835,5850,48.5%,46.4%,50.5%,2.0%,2.0%
2022,Female,All Schools,prospects_info_jobs,jobs,Yes,3015,5850,51.5%,49.5%,53.6%,2.0%,2.0%
2022,Female,All Schools,prospects_info_other,other options,No,4940,5845,84.5%,83.0%,85.9%,1.5%,1.4%
2022,Female,All Schools,prospects_info_other,other options,Yes,905,5845,15.5%,14.1%,17.0%,1.4%,1.5%
2022,Female,All Schools,prospects_info_trainee,traineeships,No,4930,5850,84.3%,82.7%,85.7%,1.5%,1.4%
2022,Female,All Schools,prospects_info_trainee,traineeships,Yes,920,5850,15.7%,14.3%,17.3%,1.4%,1.5%
2022,Female,All Schools,prospects_info_uni,university,No,2245,5845,38.4%,36.5%,40.4%,1.9%,2.0%
2022,Female,All Schools,prospects_info_uni,university,Yes,3600,5845,61.6%,59.6%,63.5%,2.0%,1.9%
2022,Female,All Schools,prospects_job,plan to get a job,Maybe,1465,5235,28.0%,26.1%,29.9%,1.9%,2.0%
2022,Female,All Schools,prospects_job,plan to get a job,No,390,5235,7.4%,6.4%,8.7%,1.0%,1.2%
2022,Female,All Schools,prospects_job,plan to get a job,Yes,3380,5235,64.6%,62.5%,66.6%,2.1%,2.0%
2022,Female,All Schools,prospects_notsure,aren't sure what they want to do,Maybe,1360,4850,28.0%,26.1%,30.1%,1.9%,2.0%
2022,Female,All Schools,prospects_notsure,aren't sure what they want to do,No,1855,4850,38.2%,36.1%,40.4%,2.1%,2.2%
2022,Female,All Schools,prospects_notsure,aren't sure what they want to do,Yes,1635,4850,33.7%,31.6%,35.8%,2.1%,2.1%
2022,Female,All Schools,prospects_other,have other plans,Maybe,1800,4690,38.4%,36.2%,40.6%,2.2%,2.2%
2022,Female,All Schools,prospects_other,have other plans,No,2030,4690,43.3%,41.1%,45.5%,2.2%,2.2%
2022,Female,All Schools,prospects_other,have other plans,Yes,860,4690,18.3%,16.7%,20.1%,1.7%,1.8%
2022,Female,All Schools,prospects_support_friends,friends,No,3260,5850,55.7%,53.7%,57.7%,2.0%,2.0%
2022,Female,All Schools,prospects_support_friends,friends,Yes,2590,5850,44.3%,42.3%,46.3%,2.0%,2.0%
2022,Female,All Schools,prospects_support_idk,don't know where to get support,No,5230,5845,89.5%,88.2%,90.7%,1.3%,1.2%
2022,Female,All Schools,prospects_support_idk,don't know where to get support,Yes,615,5845,10.5%,9.3%,11.8%,1.2%,1.3%
2022,Female,All Schools,prospects_support_jobcentre,Job Centre Plus,No,5535,5850,94.6%,93.6%,95.5%,1.0%,0.8%
2022,Female,All Schools,prospects_support_jobcentre,Job Centre Plus,Yes,315,5850,5.4%,4.5%,6.4%,0.8%,1.0%
2022,Female,All Schools,prospects_support_online,online,No,4545,5845,77.8%,76.0%,79.4%,1.7%,1.6%
2022,Female,All Schools,prospects_support_online,online,Yes,1300,5845,22.2%,20.6%,24.0%,1.6%,1.7%
2022,Female,All Schools,prospects_support_parents,parent/carer,No,1405,5850,24.0%,22.3%,25.8%,1.7%,1.8%
2022,Female,All Schools,prospects_support_parents,parent/carer,Yes,4445,5850,76.0%,74.2%,77.7%,1.8%,1.7%
2022,Female,All Schools,prospects_support_school,school/teacher,No,3090,5850,52.8%,50.8%,54.8%,2.0%,2.0%
2022,Female,All Schools,prospects_support_school,school/teacher,Yes,2760,5850,47.2%,45.2%,49.2%,2.0%,2.0%
2022,Female,All Schools,prospects_support_syp,Services for Young People,No,5380,5850,92.0%,90.8%,93.0%,1.2%,1.0%
2022,Female,All Schools,prospects_support_syp,Services for Young People,Yes,470,5850,8.0%,7.0%,9.2%,1.0%,1.2%
2022,Female,All Schools,prospects_training,plan to training for a skilled job,Maybe,2195,5055,43.4%,41.3%,45.6%,2.1%,2.2%
2022,Female,All Schools,prospects_training,plan to training for a skilled job,No,1215,5055,24.0%,22.2%,25.9%,1.8%,1.9%
2022,Female,All Schools,prospects_training,plan to training for a skilled job,Yes,1645,5055,32.5%,30.5%,34.6%,2.0%,2.1%
2022,Female,All Schools,religion,religion,Any other religion,60,5810,1.0%,0.7%,1.5%,0.3%,0.5%
